app_id,rank,name,id,price,currency,genre,avg_score,reviews_count,developer,estimated_downloads,downloads_garg_telang,macro_category,final_category
1261834568,153,Shadow Fight 2 Special Edition,1261834568.0,4.99,USD,Games,4.71598,8799.0,Nekki Limited,175980.0,0.45875716957723334,Games,Games
453571750,154,Knots 3D,453571750.0,5.99,USD,Reference,4.89907,10622.0,Nynix,212440.0,0.4559445352391022,Education,Education
1610947489,155,Poppy Playtime Chapter 1,1610947489.0,2.99,USD,Games,4.44284,9421.0,"Mob Entertainment, Inc",188420.0,0.45316718317325894,Games,Games
401533966,156,eWeather HD - Weather & Alerts,401533966.0,3.99,USD,Weather,4.67886,8367.0,Elecont LLC,167340.0,0.4504244474198584,Weather,Weather
410148139,157,NOAA Weather Radio,410148139.0,4.99,USD,Weather,4.24014,9124.0,Christopher Coudriet,182480.0,0.4477156787516454,Weather,Weather
335709058,158,Stylebook,335709058.0,4.99,USD,Lifestyle,4.66948,8269.0,"left brain / right brain, LLC",165380.0,0.44504024415028,Lifestyle,Lifestyle
463565130,159,⋆Solitaire+,463565130.0,11.99,USD,Games,4.71936,7804.0,PlayStudios,156080.0,0.4423975263022417,Games,Games
430234732,160,Site Audit Pro,430234732.0,12.9,USD,Productivity,4.83166,9154.0,Veam Studios Ltd,183080.0,0.43978692311346596,Productivity,Productivity
1273547462,161,Whole Eats,1273547462.0,2.99,USD,Health & Fitness,4.40408,7741.0,Finnsane Productions LLC,154820.0,0.4372078472419016,Lifestyle,Lifestyle
1114127463,162,Reigns,1114127463.0,2.99,USD,Games,4.758,7612.0,Devolver,152240.0,0.4346597256472234,Games,Games
557405467,163,Network Analyzer Pro,557405467.0,3.99,USD,Utilities,4.7797,8384.0,Techet,167680.0,0.4321419991569666,Productivity,Productivity
388857410,164,Blackjack & Card Counting Pro,388857410.0,4.99,USD,Games,4.83513,9013.0,Dealer Bust Time LLC,180260.0,0.4296541220483908,Games,Games
529092671,165,WhoSampled,529092671.0,3.99,USD,Music,4.85723,8006.0,WhoSampled,160120.0,0.42719556164540773,Entertainment,Entertainment
478293637,166,Anytune Pro+,478293637.0,14.99,USD,Music,4.8774,7814.0,Anytune Inc.,156280.0,0.42476579792994523,Entertainment,Entertainment
973482987,167,Five Nights at Freddy's 3,973482987.0,2.99,USD,Games,4.54054,7387.0,CLICKTEAM LLC USA,147740.0,0.42236432316714656,Games,Games
1111420122,168,Hear My Baby Heart beat App,1111420122.0,7.99,USD,Medical,3.86891,7285.0,Fat Cigar Productions Ltd,145700.0,0.4199906415438316,Health,Health
1135992985,169,TV Cast Pro for Chromecast,1135992985.0,9.99,USD,Photo & Video,4.29004,7723.0,Kraus und Karnath GbR 2Kit Consulting,154460.0,0.41764426881967753,Entertainment,Entertainment
1125003546,170,TV Cast Pro for Fire TV,1125003546.0,9.99,USD,Photo & Video,3.78183,7430.0,Kraus und Karnath GbR 2Kit Consulting,148600.0,0.41532473199059666,Entertainment,Entertainment
404990064,171,SkyView®,404990064.0,2.99,USD,Education,4.58819,7552.0,Terminal Eleven LLC,151040.0,0.41303156896381776,Education,Education
1361473095,172,MuseDash,1361473095.0,2.99,USD,Games,4.87437,7944.0,"HasuHasu Co.,Ltd.",158880.0,0.4107643282441979,Games,Games
634158738,173,e-Sword LT: Bible Study to Go,634158738.0,3.99,USD,Reference,4.83812,6962.0,Rick Meyers,139240.0,0.4085225686313138,Education,Education
1044950341,174,Streaks Workout,1044950341.0,4.99,USD,Health & Fitness,4.76022,6898.0,Crunchy Bagel,137960.0,0.40630585892690224,Lifestyle,Lifestyle
510461370,175,Bike Race Pro: Motor Racing,510461370.0,0.99,USD,Games,4.8227,6926.0,Wildlife Studios,138520.0,0.4041137776522395,Games,Games
